S+,S-,C
0.19879881197290086,0.0157309864221219,0.0733277453286735
0.1988184628129503,0.0157245441149283,0.0732932027946001
0.19881867865504613,0.015718072452120622,0.07326517424638836
0.19881822607153496,0.0156890288466486,0.07313985185551249
0.19880267543571578,0.015630777592049585,0.07289337261208807
0.1988419919624753,0.015533450876275367,0.07245909638987591
0.19883586112098553,0.015429259016779582,0.07201012935217406
0.1988570914880112,0.015319285618267934,0.07152649524305923
0.19885799629870446,0.01529845653095474,0.0714358887104055
0.19887700049567159,0.015266140977496604,0.0712894229181252
0.19883028426211946,0.01525465269395406,0.07125514251889682
0.18786556218845776,0.014347956394439773,0.07095448659906395
0.1988883785863293,0.01516273430154753,0.07083697952782894
0.19886104277718294,0.015160017889655363,0.07083423398809623
0.1988717439180292,0.015140330515448585,0.07074521638803476
0.19886965904755846,0.01512607775519224,0.0706840144630293
0.19889947581200415,0.015124022201528482,0.0706652416295532
0.1981945975815153,0.015067737281446,0.0706535323789279
0.19890027649630362,0.015093835854151205,0.07053388379878539
0.19886514016931778,0.015066517180706377,0.07042677725838072
0.19890117216608305,0.015009434871660335,0.07016685651783504
0.19890581981817992,0.014912652234747576,0.06974445234580189
0.1989467056412401,0.01477572831456667,0.06913513027659968
0.19765870115041564,0.014671294960129038,0.06909666664568095
0.19889305672259033,0.0147434145236612,0.06901169279596911
0.19894789662092915,0.014668796020375078,0.06866877227149226
0.19895435120174623,0.014539294511220418,0.06810176697609023
0.19896410466808165,0.01452683327107137,0.06804426179068855
0.1989061641971385,0.014513919170588304,0.06800634195977025
0.19896666968711604,0.014428238028082265,0.06761285066529572
0.19898521147282078,0.0141854397060522,0.0665449940111554
0.1990220626395716,0.014157068336762911,0.06640926000554209
0.19899531976184023,0.014139169345976798,0.0663391898944347
0.19903508780879356,0.014047364537172938,0.06592454884255439
0.19904358051309629,0.014046300340226896,0.0659172565303344
0.1990262891401714,0.014013987557649469,0.06578093013616901
0.1990375375905367,0.013979695076806999,0.06562706172527485
0.19903168881123276,0.013853444480089232,0.06507473897264365
0.19909190767746643,0.013731137145024466,0.06451903343680278
0.19907751023667364,0.01363566227758109,0.06410351609356638
0.19908682574674388,0.013626100403751278,0.06405863832699459
0.19908715939541322,0.013615911637692926,0.06401370498112685
0.19904110548173687,0.013595616684007687,0.06393823487088121
0.1990986795888475,0.01355621224788875,0.06374747428004808
0.19909985916899792,0.013529741258838003,0.06363056334402437
0.1991263123943857,0.013307023109643525,0.06264093664052614
0.18925731929801895,0.012640534253764471,0.06260856186131958
0.19907280169601907,0.013215937826683472,0.06225454000243916
0.19905704395342982,0.01311229034472812,0.0618010627600954
0.19911620972092117,0.01308572363310894,0.061666373280761716
0.19916589063125284,0.013010520131608043,0.061319352537022885
0.1991770021088413,0.012959918561119797,0.06109223477078095
0.19915930374959462,0.012949955257654295,0.061053229445357335
0.19917124689023977,0.012851943897581064,0.06061574608808931
0.19921206129834537,0.012770297723507906,0.06024226630193985
0.19919543854111443,0.01272488721222798,0.06004561934771037
0.199220263576865,0.012578828563054424,0.05939037998682523
0.19924788924005798,0.012568577814403178,0.05933711381925565
0.19924484868260783,0.012428970071438693,0.058717559614117794
0.19925460195443037,0.012418660905688373,0.05866901061517187
0.19923579533309058,0.012406090100354103,0.05861831213110915
0.19924515490766667,0.012395097670701793,0.05856682516532152
0.18994602860203896,0.011810509720659895,0.05853842368057293
0.19925515450035852,0.012164693187478358,0.05753808509709848
0.19490537188937648,0.011851771026645797,0.05732218417943405
0.1903630471491219,0.011562316297222904,0.05726034659482101
0.19874250191991255,0.011917402294828036,0.056571763569586465
0.1993444358243649,0.011839562651150532,0.05606278286526148
0.19933563088058015,0.011836169610676132,0.05604995355980884
0.19934009785929452,0.011743525876021059,0.05563447162886798
0.19880551702306942,0.01151248583544899,0.054738470691895434
0.19938740903304267,0.011511604809077093,0.05458349282607243
0.19936024628112312,0.011495780259367618,0.05451957170956212
0.19939487838610437,0.01136201748739221,0.0539105372581122
0.19940479747144077,0.011339416836105206,0.05380653923697863
0.198513113293645,0.01114011442666098,0.0531359070775804
0.19851756651747895,0.011095499676387767,0.0529332444673357
0.19932578103097404,0.011069724084379838,0.05261388107274736
0.199437215250067,0.01105921096369361,0.05253871128654176
0.19948155874142,0.01089743497664229,0.051799064079783554
0.1909435770832747,0.010425553690182054,0.05177334604433962
0.19946763443635288,0.0108167057948506,0.05143847508073043
0.1989766166832723,0.010655665285881572,0.050830269010998456
0.19902254882207931,0.01038371231255716,0.049586446251867394
0.19942612298043727,0.010361231544199876,0.04938920921939109
0.1995381998356399,0.010352066937339293,0.04932132917119145
0.19908306421418298,0.010248728577866002,0.04895925478480533
0.19951010505308375,0.010222271170950757,0.04873959545488297
0.19954705276319173,0.010194838219011855,0.04860659056362221
0.19905883383712425,0.009984377029740919,0.04776226402348814
0.19913689267046533,0.009891918815238565,0.04732323140016085
0.19850563093913812,0.009706126372084291,0.04661661040387915
0.19963481980263306,0.009760198550049653,0.04661141715229639
0.19897834565526498,0.009722696074904075,0.04658671559231895
0.19919750868701944,0.009710371971331967,0.046481597251050284
0.1996158938013907,0.009686262508758859,0.04627884719164333
0.19921624114079883,0.009576077059808083,0.04586412537748358
0.19967209025353122,0.009581346961042205,0.04578824170623905
0.19921988758860945,0.009531348503690888,0.04565888414417128
0.19966640273869193,0.00952614411545927,0.04553768410353972
0.19891405243629615,0.009488203203926794,0.04552831338019123
0.19928988627505959,0.009263113320112884,0.044416111674700186
0.19969788544736042,0.009269249749197635,0.04435745238349954
0.19966216992552788,0.009240998186420492,0.044235797235340955
0.1993058923026322,0.00917383332655734,0.044003479469626176
0.19901763739471973,0.009089376628340157,0.04367645497682737
0.1997103266966583,0.00910212886629655,0.043589970922746746
0.19932809647752958,0.009084600331633899,0.04358947641252569
0.19973881319164846,0.00907547081006556,0.043461925286639225
0.19932337851137852,0.009042441025590361,0.04339694987251028
0.1993190634537129,0.009042228613314357,0.04339687340010151
0.19905445412279416,0.008971354409968787,0.043126160514625984
0.1993665252624973,0.008906330676963703,0.042762800926648456
0.19936847905230645,0.008861818194820893,0.04255777527082767
0.19938447382638513,0.00881729339529167,0.042349752900529954
0.1990982281058589,0.0087841229748716,0.04225526086849148
0.19911005066022228,0.008782634849240752,0.04224600219924994
0.19977336938520446,0.008809714842664382,0.04223599854837756
0.19912197643405277,0.00876455656571293,0.04216029022776
0.19978632724090617,0.008748239062053305,0.04195102623583202
0.19939769951342673,0.008730809112014038,0.04194912638194352
0.19941008359729992,0.008683866832684826,0.041730510736815475
0.1987063021027741,0.008636426619979177,0.041652903254337445
0.1997924201169049,0.00865526259755666,0.04152246973842795
0.19972995529127793,0.008616185903517044,0.04135514991593374
0.19943907366103655,0.008550590175111901,0.04111064952654544
0.19944469408528137,0.008506210757908448,0.04090489899201329
0.19943847907145035,0.00846419502897948,0.04071229514292226
0.19913610636833723,0.008369394297881352,0.04033336114469504
0.19947499335522137,0.008373152212904258,0.04028495029396267
0.19919265542087863,0.008283157107295196,0.03992348315864722
0.19949496955424725,0.008284545597941518,0.03987181119309802
0.1995151389342796,0.008196017807709531,0.039458726898768906
0.19926349797033777,0.008122005940288913,0.03916380743655599
0.19952572851124617,0.008107593898344133,0.03904765287312888
0.19954140864718878,0.007977575005591058,0.038442627586009734
0.19955574002624724,0.007977782026434217,0.038440932084259104
0.1993063598011908,0.007964371718981228,0.03842497037844496
0.19957196016245604,0.007930951887054356,0.03822091848601152
0.19957233322443807,0.007930951214531443,0.038220846652979514
0.1993893123195464,0.00786962830452221,0.03797003053680727
0.19978359914142468,0.007837441150081944,0.03774878085129486
0.19934471850187163,0.007819116062942113,0.0377436345459024
0.19994592961358904,0.007831386748196676,0.03769124986945409
0.19735618452418718,0.007704829447682491,0.037573350967334246
0.19928708145546764,0.007744834337538641,0.037408890836338714
0.19961877558821403,0.007710692303197799,0.037190527625509805
0.19937961263862583,0.007691427558475534,0.03714390747810229
0.1991033785887893,0.00766986439561551,0.037093118456308125
0.19963431771611767,0.007666706361365461,0.03698344663507242
0.19941684869962029,0.007641979298624598,0.03690728558885389
0.19985891903773464,0.007648337996674308,0.03685817115979735
0.19914780743993674,0.007612604139965773,0.03681848029705572
0.19963994559474788,0.0076227552079960155,0.03677822964996845
0.1996294159541854,0.007541003019303612,0.036399998883376354
0.19965923386804008,0.007534925487286799,0.036366495613251365
0.19966192933024157,0.007534922716436005,0.036366009628073535
0.1994834897752829,0.007499753305569863,0.03623362545653164
0.19967143954236916,0.007450088313941476,0.0359696473420664
0.19998119440321105,0.007455358636037482,0.03594042866026063
0.19744434876024244,0.007316591944161138,0.03573236145033879
0.19949791628660096,0.007383930114583561,0.03569153235545216
0.1996747175555099,0.00736576570744554,0.03557645148118457
0.1996987068600991,0.0073595880579464265,0.035543555793596096
0.1997022284274596,0.007318755211888928,0.03535272165762162
0.19496318898279452,0.007131917581311569,0.03528990732415023
0.19949289698684256,0.0072932173950918345,0.035269376848105216
0.20000033608560636,0.007307323951586088,0.03524869245195813
0.19971966973495747,0.007272088963585491,0.035132263280956796
0.19946893891849457,0.007254913118921114,0.03509470749223472
0.19972358117380806,0.007228391103757957,0.03492786767967192
0.19970743838776092,0.007191059338089843,0.03475645989280357
0.19998082130549938,0.0071912986031625785,0.03471171027420619
0.19958737940590265,0.0071526084080141316,0.03459712116483278
0.19973185521774678,0.007142237675169143,0.03452456310644066
0.1995600542026604,0.007102834707794527,0.034369183288017024
0.19975442320615766,0.007097456951001263,0.034311783608681055
0.19975702007426654,0.00709745423837227,0.03431134019197097
0.19958577156704962,0.007059156561760103,0.034160802424145924
0.19976711476875736,0.0070538737066021,0.034106179254831746
0.19976838142928427,0.007053873208224959,0.034105968047723194
0.20006836446160808,0.0069735653218637615,0.03368189877845922
0.19954732759259117,0.006954835946098479,0.033679240095687624
0.19978539148439467,0.0069233488764493525,0.03349325657136467
0.19978849249546313,0.006923340603366812,0.03349271543664716
0.1997926780947656,0.0069233332574390755,0.03349200292783821
0.19979450930484782,0.00692333187708195,0.03349169978506506
0.19979624515391875,0.0069233291632695365,0.03349140586293224
0.19905890971403195,0.006881373550834395,0.03341441238081644
0.199390960052121,0.0068665023037638336,0.03329092787884735
0.19980486873638167,0.006879883858351414,0.03328684758784056
0.19962395483889736,0.006831906898622051,0.033091368010213694
0.1996212158991059,0.006800330706375203,0.03294389959867995
0.19802390337692596,0.0067363761483617,0.032898842314433185
0.19982278959457653,0.006793098747472684,0.032877910803388075
0.1998260688862754,0.0067930941598090145,0.03287736751839363
0.19965712616550088,0.006785089092728908,0.03286677138317727
0.1996314633356788,0.0067192799585630405,0.03256242188079649
0.19984017389354125,0.006709631487670151,0.03248432732863996
0.19968002483272387,0.006704243967096173,0.03248427802217268
0.19984548419554798,0.006706453892796639,0.03246860791946775
0.19983268447754815,0.006669959611408176,0.03229963297000168
0.1998360713295812,0.006669331718289163,0.03229616087450814
0.19986193320031745,0.006619965672468774,0.03206075548805052
0.19986211176692276,0.006619965302070727,0.032060726025430024
0.19970560315726904,0.006573197550469484,0.03186559902383072
0.19973562537249728,0.0065542210918883605,0.03177190348541898
0.19972653154061823,0.006537921777540517,0.03169679347248411
0.19983747800866117,0.006528729234669884,0.03163661978325605
0.19958742851171632,0.006505050167723301,0.031563743662093496
0.19987892755819178,0.0064935167067869705,0.03146503754372073
0.19989347979441544,0.006490525099316043,0.031448779679694935
0.19971618407190977,0.006458537296493597,0.03132555365482055
0.19989589193302523,0.006450767228623175,0.031261796313211715
0.19990333575548294,0.006447462718184828,0.031245155172043505
0.19990465720407866,0.006447461291989789,0.031244948387155184
0.19974439362495006,0.0064367974520678165,0.0312191302147604
0.19971263184541824,0.006430001299163674,0.031192001387960706
0.19979942984086904,0.006419172437037378,0.031127998959020717
0.19990310816213597,0.006404458606543094,0.03104325598354834
0.1999116742506382,0.006404443497717614,0.03104189613304534
0.20007826636523152,0.006374486402861044,0.030876248039286142
0.19976859518821322,0.006337964869156767,0.030750912864649177
0.19989259157087583,0.006328676078050467,0.030688765277228757
0.19947475239990503,0.006310865332493131,0.030667183654689248
0.19992696692317807,0.006318539207007948,0.030636009121185737
0.19993358050118645,0.006318531416605861,0.030634990148000488
0.1997869918665389,0.006303730552714558,0.030587163161526428
0.19973113527071976,0.006292216587805951,0.030541278602858362
0.19994202470086056,0.006275644825943395,0.030432139206808817
0.19994342434422968,0.0062756415221010145,0.030431917125300273
0.1998973554147767,0.00626276153812426,0.03037814311851133
0.19992412032652843,0.006245138112006338,0.03029131578250402
0.19977545123341328,0.006233660277758765,0.030259148403835083
0.1999513111839023,0.006232802989630031,0.030229307503216608
0.19995256355330587,0.0062328017825542086,0.030229118213125624
0.19982065908252775,0.006210087364723839,0.030141556402669047
0.19996253183478194,0.00619000732495051,0.030026345298392508
0.19996336673730986,0.006190006701699735,0.03002622076194667
0.19964569521223985,0.0061595060184303375,0.029928816092099887
0.19983497348471452,0.0061582987586047576,0.02989563052977077
0.1999438578883887,0.0061597597404975685,0.029886713350121483
0.19995764426558782,0.0061504091720649525,0.02984070282302403
0.19996227379614345,0.006150395543448951,0.029839968417057976
0.19997007776073578,0.006147262016450896,0.029824089633099772
0.1999733294344096,0.006147259403030455,0.029823606839579617
0.19982904564214773,0.006115986008027364,0.029697176761302867
0.199786234906678,0.00610296894857842,0.029642005672472802
0.19997392152857768,0.006104576768018461,0.029622579834760434
0.19997901820909328,0.006104566363897991,0.02962179824534185
0.19998114553743698,0.006104564137861617,0.02962148199154494
0.1999826938101516,0.006104563540288648,0.029621256640376206
0.19998406044122446,0.006104562164238065,0.02962105373436689
0.1997595541473915,0.006091842995311668,0.029593401258717695
0.2001798757145454,0.006093661372431315,0.029541653565875875
0.19981774972653163,0.006062936366466661,0.029448786486596296
0.1998324798628421,0.006061443106155626,0.02943964065937158
0.19998867670565854,0.0060619202208866034,0.029419571266991348
0.19999052945418014,0.00606191801146002,0.029419296329740816
0.1999937534472654,0.006061915198359544,0.02941882277834754
0.19999417098967914,0.00606191510764671,0.029418762738138704
0.19993381866097043,0.006031427733788484,0.029283715769351088
0.19986635371244815,0.006020231718209279,0.029240524367416313
0.19997660398253173,0.0060194009754197695,0.029220959778557196
0.19983632988612787,0.006014573519417753,0.029218106017093733
0.20000191850363025,0.006019319331296759,0.02921698459126672
0.1994852233668754,0.006001307304809214,0.029205356113573118
0.19970688001622613,0.005991070008864066,0.02912556983739167
0.19980238710119325,0.00598274350390696,0.029072768699638412
0.19986667942043035,0.005982334480388837,0.029061759233256303
0.19987168803018712,0.005973777827166352,0.029020691819882267
0.200013114829967,0.005976775918629752,0.029014899211360776
0.20001420911233217,0.005976776746550181,0.029014748978601783
0.19983315555345757,0.005950601169562015,0.028916768088607665
0.198999597077803,0.005924169559507713,0.028909138538297255
0.19969136100268517,0.005933251398714969,0.0288547724390729
0.20002224131163776,0.005934287033176481,0.028813299004735823
0.2000239906450853,0.005934286679154686,0.02881305260585542
0.19989200411887273,0.005912602845560783,0.028729205496272395
0.19988646655424192,0.005906463923041372,0.028701004982740964
0.19761593662036522,0.005837647897812121,0.028692774873625107
0.19986899081157283,0.005889687699126837,0.028624249250417726
0.19986485202605123,0.005885410158280196,0.028604630175428226
0.1998731448354882,0.005881246740575983,0.028583821203163856
0.19946897970843525,0.005853170568338418,0.028507253408598932
0.19998368686808873,0.005865693206857347,0.028495073459641963
0.19986703403106204,0.005855308023907692,0.02846218823594344
0.20003801792005635,0.005853088021132173,0.028428076066598376
0.2000360154438897,0.005849479488578756,0.028411323927882422
0.20003929807411766,0.005849475348072817,0.02841085140702658
0.20004142586657778,0.005849473106194922,0.028410547213980862
0.2000428969410286,0.005849471078051616,0.02841033465363583
0.19988836830933518,0.005838544713622372,0.028380072533197614
0.19992364371647486,0.0058135323243309,0.028257082342657645
0.19991018306485836,0.005764661331579997,0.028028033027065816
0.2000592502312599,0.005764889242109605,0.02800881012722754
0.20006278001471045,0.005764885185055924,0.028008310639198113
0.2000628418980765,0.005764884613898254,0.02800829952111851
0.20006337432271015,0.005764884586996866,0.028008226943831906
0.19989631143469763,0.005744667282182058,0.02793542083891335
0.20000531493432913,0.005733940832502571,0.02786994057663433
0.20006486574425522,0.005722690453160563,0.027808729346446393
0.20007254393180704,0.005722679376838069,0.02780763948177445
0.19934779871793742,0.0056799587971173736,0.027703364978277658
0.1998381677920343,0.005687136890615888,0.02767122471560057
0.20008139285909354,0.005680538479500095,0.02760733456643361
0.20008206300283163,0.005680535827280693,0.02760723211884985
0.20008311836603393,0.0056805375854962386,0.027607098830098303
0.19994622536450482,0.005657783029650925,0.027517863459182185
0.19995696322482426,0.005641555274610002,0.027439668903185825
0.2000898336628686,0.0056384579800811095,0.02740730472728027
0.200090384363056,0.0056384582559505896,0.027407232666897197
0.20009116006826896,0.005638456944717607,0.027407123128808834
0.20009293807218223,0.005638454427803249,0.027406874368011903
0.1999341217635068,0.005601706418808117,0.02725416034930551
0.20004678122090647,0.005602412580015851,0.027242570109169688
0.2000469941813492,0.005602411834144607,0.02724253836999907
0.20009987774515425,0.00560020782737175,0.027225111801896757
0.20004420895110944,0.0055587211021706105,0.027036195937140198
0.20010820291533626,0.005558285154944672,0.02702572114249979
0.19997820106777253,0.005550727839361391,0.027007039198211503
0.19951477584525523,0.005536442565786464,0.027000290994068702
0.19996297744573388,0.005533061395355266,0.026925391976212267
0.2000021632905222,0.005529996445029221,0.02690574775326843
0.2000989041368382,0.005526428081747641,0.026876202567652916
0.2001094794905859,0.005520660979944392,0.02684752812652764
0.20012259790311973,0.0055126005708803286,0.02680767014494032
0.20007090006074493,0.0054713010334916,0.02661886952832197
0.20007444887923642,0.005471285623792426,0.02661833697021722
0.20000400330113097,0.005451024076627089,0.02653147088294224
0.20012240856587823,0.005443047621508472,0.026478415792518997
0.1999592652653463,0.005435956842097537,0.026465838817097437
0.1999358201157325,0.0054352999614873335,0.026465746300860866
0.20001839910274558,0.005432997870408203,0.02644420018773652
0.2001264135698004,0.005433684991040749,0.02643355898874752
0.20013723073375517,0.00543291816812397,0.026428536424892898
0.20013071990378523,0.0054325633083980975,0.026427692842357367
0.200143341146068,0.005429035045362506,0.02640936076113139
0.19983936486108722,0.005409276819951252,0.026354750879946886
0.19998722702361163,0.005402932208490534,0.026305701444950553
0.20002386908674658,0.005399969384642323,0.02628696564539379
0.2000152846584025,0.005388137015929246,0.0262319730217161
0.20014215200871482,0.005388860293288579,0.02621920766570394
0.20014512134881732,0.005387366861481507,0.02621175322885794
0.20015149378094574,0.00538735724887245,0.02621089502972306
0.20003314884630594,0.005364132206300352,0.026115887117933622
0.20002001750980664,0.0053455092345485265,0.026029243170898726
0.20015940850086894,0.0053457574696227665,0.02601276442067816
0.2001628937978564,0.005345753326969241,0.026012303626923486
0.2001641824980637,0.00534575457172055,0.026012146409763688
0.1999717599276862,0.00533815957597569,0.026000495197118223
0.19952705003759072,0.0053041585926398155,0.02589526580500286
0.20015873844732757,0.005306139332019572,0.02582504313811698
0.2001673077251698,0.005304232418423518,0.025814925097250294
0.20017101147937547,0.0053042265251824275,0.02581443183467571
0.20000212232849954,0.005299194301097796,0.025811789169664954
0.19642176690418073,0.005177887771225461,0.02568401111382027
0.20002892540215064,0.005261489004940895,0.02562949185979695
0.20017856486716007,0.0052627763684056725,0.025616929566144146
0.20018255406004268,0.00526277247699064,0.025616413698473593
0.20011980360117632,0.005253572274441269,0.02558059072673103
0.20005681038421122,0.005251557864178633,0.025578878781137158
0.20006255976873205,0.005250981225337782,0.025575425760590475
0.199780716354342,0.005237909367333081,0.025548456140974493
0.2001853186165508,0.005223125155872916,0.025427996337189156
0.2001921328953051,0.005221400606502037,0.025418970782935788
0.200192483761382,0.005221398890438433,0.025418919223141222
0.20019293619670753,0.005221397528040509,0.025418856772853538
0.20019350305501066,0.005221398792809645,0.025418792628189503
0.20012998564459805,0.005210157624441622,0.025373302762408206
0.20014152297669593,0.005210113014810492,0.025371665483229888
0.20014421873650118,0.00521010649272538,0.025371301465939928
0.2000694895568005,0.005193388591850637,0.02530115839109296
0.20019483363391444,0.005180115719504588,0.025222724269990678
0.2002033175488018,0.005180103819253134,0.025221625897302542
0.2001513188403092,0.005166746481670344,0.025164597540736897
0.20001970737584426,0.00514463315441021,0.025075669295715447
0.20021150084682238,0.005138894719429113,0.02502500521247435
0.2002137803349184,0.005138893410709388,0.02502472121242006
0.20021407770179064,0.00513889291642273,0.025024682627926623
0.20021416457089217,0.005138894250854059,0.025024678377519576
0.20000498033380035,0.005129610709772078,0.025006073737619913
0.20016577706232636,0.005123417210375942,0.024957072039408425
0.20008640310478412,0.00511587104136886,0.02493086912733306
0.2002066661959045,0.00511143176683884,0.02489518370546347
0.20004700434859987,0.005106113532685449,0.02488928067688531
0.19968469843252504,0.005089256912057769,0.024853047857056998
0.2002121235448748,0.005101903682265246,0.0248492699265062
