Node,DC,BC,CC,EC
 72, 0.005943536404160475, 1.8125106130858043e-06, 0.26149462504856885, 7.321880694397922e-07
 73, 0.0024764735017335313, 6.016664242341218e-07, 0.26125776397515527, 2.5263397463559957e-07
 74, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 75, 0.003467062902426944, 2.5490958649817383e-07, 0.26132539477090344, 9.487325073453159e-07
 76, 0.0007429420505200594, 0.0, 0.2611394942766604, 2.2469710054495552e-07
 77, 0.0014858841010401188, 2.556016742768486e-07, 0.26119016817593793, 2.4231622628203215e-07
 78, 0.002228826151560178, 0.0, 0.2612408617454875, 2.213580334655803e-07
 79, 0.0029717682020802376, 2.0870669696912043e-08, 0.2612915749967646, 5.042070479439272e-07
 80, 0.005695889053987122, 0.00015960172239363706, 0.2679140127388535, 5.829688943218433e-07
 81, 0.0007429420505200594, 6.134440182644368e-08, 0.2611394942766604, 2.3546233025642657e-07
 82, 0.008420009905894007, 7.3592283705503054e-06, 0.26166407465007774, 8.953960456355654e-07
 83, 0.001733531451213472, 9.201660273966552e-08, 0.2612070638463031, 2.39347477316799e-07
 84, 0.0032194155522535907, 1.3929533620512854e-06, 0.2613084837895554, 4.439327013460473e-07
 85, 0.003467062902426944, 5.032627527050142e-07, 0.26132539477090344, 6.218399102825082e-07
 86, 0.0014858841010401188, 0.0, 0.26119016817593793, 2.1745012502533318e-07
 87, 0.0032194155522535907, 4.625863702493762e-05, 0.27463782901448686, 2.535393297744938e-05
 88, 0.004952947003467063, 4.549846123020853e-06, 0.26142690664249646, 7.788173777900156e-07
 89, 0.001981178801386825, 3.312597698627958e-07, 0.2612239617026782, 2.1984380943042507e-07
 90, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1163531066753908e-07
 91, 0.001981178801386825, 2.7604980821899654e-07, 0.2612239617026782, 2.1973746334830277e-07
 92, 0.005200594353640416, 6.842999005760918e-07, 0.2614438329556491, 2.6177120551499563e-07
 93, 0.001981178801386825, 9.40614161338803e-08, 0.2612239617026782, 2.2017973306203861e-07
 94, 0.005448241703813769, 2.1380836623092413e-06, 0.26146076146076147, 4.31878079948125e-07
 95, 0.0014858841010401188, 6.134440182644368e-08, 0.26119016817593793, 2.1707392791581975e-07
 96, 0.002228826151560178, 7.835986401270893e-07, 0.2612408617454875, 4.104148511514431e-07
 97, 0.0007429420505200594, 4.089626788429578e-08, 0.2611394942766604, 2.1301105490454112e-07
 98, 0.012134720158494303, 6.75276474687329e-06, 0.26191866121813584, 1.8651974910044853e-06
 99, 0.0032194155522535907, 8.161726604908745e-07, 0.2613084837895554, 2.2710379624244586e-07
 100, 0.002228826151560178, 5.316514824958451e-07, 0.2612408617454875, 2.6900268320371357e-07
 101, 0.0047052996532937095, 7.890545400009306e-07, 0.2614099825208778, 2.5443101452882264e-07
 102, 0.0014858841010401188, 0.0, 0.26119016817593793, 2.174157330625745e-07
 103, 0.00396235760277365, 9.4190407877329e-05, 0.2746938775510204, 2.509601726022741e-05
 104, 0.0079247152055473, 3.0155346005494676e-06, 0.2616301671634055, 1.435568454979519e-06
 105, 0.003467062902426944, 4.083494447761187e-07, 0.26132539477090344, 6.408391523625379e-07
 106, 0.001981178801386825, 3.6387941210384125e-07, 0.2612239617026782, 4.0320952926327145e-07
 107, 0.258791480931154, 0.4805180785560152, 0.45969945355191255, 0.00026069399119670245
 108, 0.0032194155522535907, 3.481582493846834e-07, 0.2613084837895554, 4.078017501028577e-07
 109, 0.009162951956414065, 5.787658323854831e-06, 0.26171495236243436, 1.916116743643398e-06
 110, 0.0012382367508667657, 0.0, 0.2611732746911584, 2.1574871103769868e-07
 111, 0.003467062902426944, 1.5294230468062708e-06, 0.26132539477090344, 2.2883459016186952e-07
 112, 0.0007429420505200594, 0.0, 0.2611394942766604, 2.1308291170452018e-07
 113, 0.009905894006934125, 5.229334396770685e-06, 0.2617658498638662, 1.502427315554971e-06
 114, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 115, 0.005200594353640416, 3.3336831770046665e-06, 0.2614438329556491, 2.3881877710848615e-07
 116, 0.004210004952947003, 1.155762168033134e-06, 0.2613761408505405, 2.3335209685156933e-07
 117, 0.0014858841010401188, 2.095933729070159e-07, 0.26119016817593793, 3.927631429000688e-07
 118, 0.008915304606240713, 5.694459451841912e-06, 0.26169799092676604, 1.2615924480514819e-06
 119, 0.015354135710747894, 0.0015229358857941754, 0.2801054384017758, 2.067037938575519e-06
 120, 0.0009905894006934125, 4.473603006040935e-05, 0.27446982055464925, 2.421567884166864e-05
 121, 0.0029717682020802376, 1.0410849313922507e-06, 0.2612915749967646, 7.413493831688893e-07
 122, 0.015601783060921248, 0.0007457760472154909, 0.27557496758343003, 2.627505468539506e-05
 123, 0.004457652303120356, 4.922689779281791e-07, 0.2613930605903677, 8.351280919517662e-07
 124, 0.0009905894006934125, 1.6358507153718312e-07, 0.26115638339154057, 2.244590344267302e-07
 125, 0.0009905894006934125, 8.2362839065918e-06, 0.27446982055464925, 2.4367123374130382e-05
 126, 0.001733531451213472, 1.686971050227201e-07, 0.2612070638463031, 3.925376786112747e-07
 127, 0.00396235760277365, 6.370611703673157e-07, 0.2613592233009709, 4.1128191635067246e-07
 128, 0.006934125804853888, 2.4337383726394154e-06, 0.2615623785464438, 1.5434415237660643e-06
 129, 0.001733531451213472, 4.498589467272537e-08, 0.2612070638463031, 5.528361634802617e-07
 130, 0.00396235760277365, 2.527390717096562e-06, 0.2613592233009709, 6.0881857602045e-07
 131, 0.001733531451213472, 0.0, 0.2612070638463031, 2.1871799866693308e-07
 132, 0.00396235760277365, 1.983731020051308e-06, 0.2613592233009709, 6.372458133770609e-07
 133, 0.004457652303120356, 1.8046406979714436e-06, 0.2613930605903677, 6.703645332316177e-07
 134, 0.0047052996532937095, 6.323857056647831e-07, 0.2614099825208778, 1.0052301487235237e-06
 135, 0.0024764735017335313, 0.0, 0.26125776397515527, 2.3309702300126633e-07
 136, 0.03293709757305597, 0.026870359787398053, 0.2941862159405508, 0.0038943746484735794
 137, 0.00396235760277365, 2.113265956887789e-06, 0.2613592233009709, 2.3155176637148343e-07
 138, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1175085934644407e-07
 139, 0.002228826151560178, 1.2268880365288736e-08, 0.2612408617454875, 2.328776115221118e-07
 140, 0.0027241208519068845, 9.16271144741008e-08, 0.2612746683921061, 2.2490202950679213e-07
 141, 0.006934125804853888, 2.6854718971158224e-06, 0.2615623785464438, 1.0678734136582827e-06
 142, 0.010648836057454186, 5.167781965397462e-06, 0.261816767165921, 2.0058320647541403e-06
 143, 0.0029717682020802376, 1.1515220571420997e-06, 0.2612915749967646, 2.2557970819250837e-07
 144, 0.003714710252600297, 8.436846952494006e-07, 0.2613423079412336, 2.3052361844092554e-07
 145, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1163531066753908e-07
 146, 0.0024764735017335313, 0.000141354407287742, 0.27458180334557325, 2.455092978679451e-05
 147, 0.0014858841010401188, 2.4537760730577472e-08, 0.26119016817593793, 2.1709041695161255e-07
 148, 0.004952947003467063, 2.4037945179865694e-06, 0.26142690664249646, 6.646870160904735e-07
 149, 0.003467062902426944, 3.6641108583001195e-07, 0.26132539477090344, 2.2896055604961587e-07
 150, 0.0027241208519068845, 9.524858913463719e-05, 0.2791179926729799, 4.415954575898344e-07
 151, 0.001733531451213472, 3.4080223236913156e-08, 0.2612070638463031, 2.1904032885314395e-07
 152, 0.0012382367508667657, 1.8403320547933104e-07, 0.2611732746911584, 3.711546319119011e-07
 153, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.20605958044793e-07
 154, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1166094245479158e-07
 155, 0.0007429420505200594, 4.089626788429578e-08, 0.2611394942766604, 2.130824071472064e-07
 156, 0.0029717682020802376, 0.00016527424249422466, 0.27461915125136016, 2.4579904124867855e-05
 157, 0.0007429420505200594, 4.089626788429578e-08, 0.2611394942766604, 2.1303025769127765e-07
 158, 0.006191183754333828, 4.792698586965206e-06, 0.2615115601321158, 1.1780556141717558e-06
 159, 0.003467062902426944, 1.151331739012335e-06, 0.26132539477090344, 4.349679574977346e-07
 160, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1374245591388136e-07
 161, 0.006191183754333828, 2.4042212720527196e-06, 0.2615115601321158, 1.9606496195465955e-06
 162, 0.001981178801386825, 5.842323983470826e-08, 0.2612239617026782, 2.2043825115584624e-07
 163, 0.0014858841010401188, 2.5290532925679884e-05, 0.2676121678043608, 2.3535402307354666e-07
 164, 0.0007429420505200594, 1.7526971950412477e-08, 0.2611394942766604, 3.7619818526601957e-07
 165, 0.0027241208519068845, 3.3803819101741307e-07, 0.2612746683921061, 5.936055623191567e-07
 166, 0.0009905894006934125, 4.3671371776444415e-07, 0.2677186236159915, 2.1717063788057467e-07
 167, 0.001733531451213472, 4.498589467272537e-08, 0.2612070638463031, 2.1862563470843994e-07
 168, 0.0027241208519068845, 3.1351705266406723e-07, 0.2612746683921061, 7.453441029602214e-07
 169, 0.009410599306587419, 0.0004022004787300702, 0.27510560021801334, 2.5749071292822093e-05
 170, 0.011391778107974244, 1.2076646755280126e-05, 0.26186770428015566, 1.8442210668047116e-06
 171, 0.005448241703813769, 0.015492407332440639, 0.37049270575282134, 6.169412033699879e-06
 172, 0.010153541357107478, 8.376867955345824e-06, 0.26178282009724474, 1.1306354099890152e-06
 173, 0.0029717682020802376, 0.0036310041038157157, 0.28904795991410165, 5.202329372972059e-07
 174, 0.0009905894006934125, 4.089626788429578e-08, 0.26115638339154057, 2.1439857563582214e-07
 175, 0.004210004952947003, 3.309676536636223e-06, 0.2613761408505405, 2.4875822258791426e-07
 176, 0.003467062902426944, 3.2067729765384276e-07, 0.26132539477090344, 4.993987532397145e-07
 177, 0.0027241208519068845, 3.111037521198216e-07, 0.2612746683921061, 2.2429846385245872e-07
 178, 0.0032194155522535907, 1.3712597154786128e-06, 0.2613084837895554, 6.04152842687691e-07
 179, 0.0007429420505200594, 6.134440182644368e-08, 0.2611394942766604, 2.1294201190852718e-07
 180, 0.004952947003467063, 9.112055842871576e-07, 0.26142690664249646, 2.6413804079867146e-07
 181, 0.0024764735017335313, 1.8403320547933104e-07, 0.26125776397515527, 2.2364157028893598e-07
 182, 0.0007429420505200594, 4.089626788429578e-08, 0.2611394942766604, 2.1295915113824524e-07
 183, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1445481221643373e-07
 184, 0.004457652303120356, 1.2725037854772063e-06, 0.2613930605903677, 4.200858251617863e-07
 185, 0.0064388311045071814, 2.828334869845182e-06, 0.26152849740932643, 1.5087404162585565e-06
 186, 0.010896483407627538, 8.069594875170074e-06, 0.26183374400207493, 1.689152601399593e-06
 187, 0.00396235760277365, 4.0825673136162185e-07, 0.2613592233009709, 2.4925035545397155e-07
 188, 0.01188707280832095, 1.0395368746413048e-05, 0.2619016733687897, 1.9999681739498322e-06
 189, 0.001733531451213472, 1.2821395685548784e-05, 0.2790408403012922, 2.7130656061704034e-07
 190, 0.0009905894006934125, 1.8403320547933104e-07, 0.26115638339154057, 2.158489559994787e-07
 191, 0.0007429420505200594, 0.0, 0.2611394942766604, 2.198275461314358e-07
 192, 0.0012382367508667657, 3.680664109586621e-07, 0.2611732746911584, 2.1575775006800945e-07
 193, 0.0012382367508667657, 1.8403320547933104e-07, 0.2611732746911584, 2.1573220907409636e-07
 194, 0.0047052996532937095, 4.3451620726611605e-07, 0.2614099825208778, 2.576242819618543e-07
 195, 0.002228826151560178, 0.0, 0.2612408617454875, 2.213580334655803e-07
 196, 0.0032194155522535907, 9.79246528679504e-07, 0.2613084837895554, 5.601583078615531e-07
 197, 0.00396235760277365, 5.392921255516175e-07, 0.2613592233009709, 4.157394773593892e-07
 198, 0.0029717682020802376, 0.0016628780885075156, 0.2854920814479638, 3.555774100849155e-07
 199, 0.011639425458147598, 9.450375984913955e-06, 0.2618846877229392, 1.5207716212891239e-06
 200, 0.014115898959881128, 1.383389514169764e-05, 0.2620546433902265, 2.087558413252284e-06
 201, 0.0009905894006934125, 0.0, 0.26115638339154057, 2.1440824921210007e-07
 202, 0.0009905894006934125, 7.655514235000146e-06, 0.26757670134517264, 2.21176250943341e-07
 203, 0.014115898959881128, 1.6468476377937862e-05, 0.2620546433902265, 2.2143174162019587e-06
 204, 0.005448241703813769, 2.729575812106239e-06, 0.26146076146076147, 4.4835242031137657e-07
 205, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.116528515949572e-07
 206, 0.0009905894006934125, 1.6358507153718312e-07, 0.26115638339154057, 2.2205513870161365e-07
 207, 0.0007429420505200594, 0.0, 0.2611394942766604, 5.384185907279239e-07
 208, 0.001733531451213472, 1.8607645913792854e-08, 0.2612070638463031, 4.3592887497563235e-07
 209, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 210, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 211, 0.007429420505200594, 2.256933560691282e-06, 0.26159626846333245, 1.2000150045393463e-06
 212, 0.004457652303120356, 8.259734640887314e-07, 0.2613930605903677, 9.742383989944485e-07
 213, 0.009658246656760773, 0.0004681297730936088, 0.2751243442120324, 2.6162087362596877e-05
 214, 0.004210004952947003, 1.8705660814077714e-06, 0.2613761408505405, 2.3326400187611479e-07
 215, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 216, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1168083905373188e-07
 217, 0.001981178801386825, 3.177245113002008e-05, 0.27906012439530065, 4.244659126788303e-07
 218, 0.002228826151560178, 0.0, 0.2612408617454875, 2.213580334655803e-07
 219, 0.0014858841010401188, 2.453776073057747e-07, 0.26119016817593793, 2.170569101601401e-07
 220, 0.0009905894006934125, 0.0, 0.26115638339154057, 2.1465678033104068e-07
 221, 0.001981178801386825, 4.898257539778154e-08, 0.2612239617026782, 7.365710439170788e-07
 222, 0.0027241208519068845, 5.93316769541078e-07, 0.2612746683921061, 4.366723941908349e-07
 223, 0.006686478454680535, 1.1271584511988172e-06, 0.261545436880627, 1.2344557262412893e-06
 224, 0.006934125804853888, 2.9643732800200658e-06, 0.2615623785464438, 1.520665308219161e-06
 225, 0.0024764735017335313, 1.4547386718842358e-07, 0.26125776397515527, 2.2296451145789504e-07
 226, 0.003467062902426944, 3.0672643513523615e-07, 0.26132539477090344, 2.2910029518520846e-07
 227, 0.003714710252600297, 1.5809328699272056e-06, 0.2613423079412336, 2.2987611127119056e-07
 228, 0.0007429420505200594, 0.0, 0.2611394942766604, 2.1588092169688913e-07
 229, 0.0014858841010401188, 2.810465326785439e-07, 0.26119016817593793, 2.497226678750918e-07
 230, 0.002228826151560178, 1.5233859786900177e-06, 0.2612408617454875, 2.2139596969006038e-07
 231, 0.005200594353640416, 2.8865793589644363e-06, 0.2614438329556491, 8.288259328870446e-07
 232, 0.006191183754333828, 1.3245464993391094e-06, 0.2615115601321158, 1.1942645389386693e-06
 233, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.116271213063482e-07
 234, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.2317063723831996e-07
 235, 0.0012382367508667657, 3.9873861187188394e-08, 0.2611732746911584, 6.908164050023528e-07
 236, 0.009162951956414065, 8.01595841612901e-06, 0.26171495236243436, 1.7262705827233192e-06
 237, 0.001733531451213472, 9.201660273966552e-08, 0.2612070638463031, 2.39347477316799e-07
 238, 0.005695889053987122, 1.5156979955809631e-06, 0.2614776921582594, 6.917657130456065e-07
 239, 0.014611193660227836, 1.8449221399712053e-05, 0.26208866099824757, 2.084513578694067e-06
 240, 0.0007429420505200594, 6.134440182644368e-08, 0.2611394942766604, 2.1446102419332933e-07
 241, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1164366083017267e-07
 242, 0.005943536404160475, 3.4113860859848286e-06, 0.26149462504856885, 5.953782015491648e-07
 243, 0.001981178801386825, 4.675806628104484e-07, 0.2612239617026782, 2.2024954261417516e-07
 244, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.116271213063482e-07
 245, 0.0012382367508667657, 1.8403320547933104e-07, 0.2611732746911584, 2.15854799355716e-07
 246, 0.003467062902426944, 3.8221640264939955e-05, 0.2746565093184601, 2.5666580639295218e-05
 247, 0.0007429420505200594, 6.134440182644368e-08, 0.2611394942766604, 3.6128784602316735e-07
 248, 0.005200594353640416, 2.118816268883605e-06, 0.2614438329556491, 1.0123818257043232e-06
 249, 0.005943536404160475, 3.218483170457865e-06, 0.26149462504856885, 7.449774134612844e-07
 250, 0.0012382367508667657, 2.1706480646280067e-08, 0.2611732746911584, 4.065834721812272e-07
 251, 0.003467062902426944, 3.939186945855204e-07, 0.26132539477090344, 5.568719448114997e-07
 252, 0.016097077761267953, 1.9885434414856687e-05, 0.2621907668333225, 2.593995792508355e-06
 253, 0.0007429420505200594, 4.089626788429578e-08, 0.2611394942766604, 2.1301105490454112e-07
 254, 0.004210004952947003, 1.336121791007707e-07, 0.2613761408505405, 2.5034871529730477e-07
 255, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1164366083017267e-07
 256, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.116271213063482e-07
 257, 0.004457652303120356, 1.6670647168345513e-06, 0.2613930605903677, 9.586755598516793e-07
 258, 0.003714710252600297, 9.040758002319433e-07, 0.2613423079412336, 4.797410888700041e-07
 259, 0.001981178801386825, 2.7604980821899654e-07, 0.2612239617026782, 2.1973746334830277e-07
 260, 0.001981178801386825, 8.209925777772379e-07, 0.2612239617026782, 5.549415735227249e-07
 261, 0.009410599306587419, 7.001409919657162e-06, 0.2617319159968888, 1.1036322482791776e-06
 262, 0.0009905894006934125, 0.0, 0.26115638339154057, 2.1465678033104068e-07
 263, 0.001733531451213472, 2.044813394214789e-08, 0.2612070638463031, 2.187840964621586e-07
 264, 0.0012382367508667657, 0.0, 0.2611732746911584, 2.1574871103769868e-07
 265, 0.006686478454680535, 2.4201423687344422e-06, 0.261545436880627, 7.415857167058416e-07
 266, 0.004457652303120356, 1.8266335754532783e-07, 0.2613930605903677, 2.5387831957621336e-07
 267, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.117588831782125e-07
 268, 0.0027241208519068845, 3.4861290842166826e-08, 0.2612746683921061, 2.95695397152264e-07
 269, 0.0014858841010401188, 0.0001018518468952855, 0.2917840884456969, 3.8662997360710555e-06
 270, 0.0009905894006934125, 4.089626788429578e-08, 0.26115638339154057, 2.382709131042074e-07
 271, 0.018078256562654778, 2.7494830859865e-05, 0.2623270317676866, 2.341140571301469e-06
 272, 0.01114413075780089, 1.899166953524329e-05, 0.2618507230400104, 1.768044179335951e-06
 273, 0.002228826151560178, 0.0, 0.2612408617454875, 2.213580334655803e-07
 274, 0.003467062902426944, 7.208704762316491e-07, 0.26132539477090344, 6.220636707419899e-07
 275, 0.0024764735017335313, 1.8403320547933104e-07, 0.26125776397515527, 2.2364157028893598e-07
 276, 0.004457652303120356, 4.638049817097346e-07, 0.2613930605903677, 8.402602455627395e-07
 277, 0.016097077761267953, 3.9269846373356606e-05, 0.2621907668333225, 2.8689228063391335e-06
 278, 0.0024764735017335313, 2.1791868458346184e-07, 0.26125776397515527, 2.2293010045287463e-07
 279, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.1173432362574746e-07
 280, 0.010648836057454186, 1.0287622955860242e-05, 0.261816767165921, 1.6684602480353664e-06
 281, 0.00396235760277365, 5.748404199433516e-07, 0.2613592233009709, 5.70387271920876e-07
 282, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.116271213063482e-07
 283, 0.0012382367508667657, 1.3399541889148678e-07, 0.2611732746911584, 2.3644599551643314e-07
 284, 0.00396235760277365, 6.987344582641576e-07, 0.2613592233009709, 5.657604108605425e-07
 285, 0.011639425458147598, 0.0004989860040731102, 0.27527438816551913, 2.6149286936079138e-05
 286, 0.0004952947003467063, 0.0, 0.26112260734609416, 2.117740987763615e-07
 287, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 288, 0.0009905894006934125, 3.83402511415273e-09, 0.26115638339154057, 3.975708321702171e-07
 289, 0.0009905894006934125, 1.7526971950412477e-08, 0.26115638339154057, 2.1463936312060154e-07
 290, 0.003467062902426944, 1.4907419318717998e-07, 0.26132539477090344, 8.147855732470287e-07
 291, 0.008915304606240713, 9.229964800365197e-06, 0.26169799092676604, 1.5780468372013126e-06
 292, 0.00024764735017335313, 0.0, 0.26110572259941806, 2.1031233303459659e-07
 293, 0.0007429420505200594, 0.0, 0.2611394942766604, 2.1308291170452018e-07
 294, 0.0007429420505200594, 3.067220091322184e-08, 0.2611394942766604, 2.295070471890714e-07
 295, 0.0024764735017335313, 4.1118719597055974e-07, 0.26125776397515527, 4.3820121257776075e-07
 296, 0.001733531451213472, 2.044813394214789e-08, 0.2612070638463031, 2.187840964621586e-07
 297, 0.006191183754333828, 9.340158851641771e-07, 0.2615115601321158, 1.3894172239861677e-06
