Node,DC,BC,CC,EC,S+,S-,C
 2309, 0.049281822684497274, 2.5638111931682812e-05, 0.26314760508308893, 0.08202182499174308,0.19837882317715255,0.018829733468765646,0.08668964869308013
 2131, 0.04903417533432392, 1.697400542700466e-05, 0.26313045744819497, 0.08213300091928562,0.19839104192201787,0.018826784601708564,0.08667237354781349
 2590, 0.04878652798415057, 9.814358384981503e-06, 0.26311331204795724, 0.0820021743665391,0.19840332453316165,0.018781696554438728,0.08647786325403738
 2073, 0.04829123328380386, 8.662498660287812e-06, 0.26307902794970356, 0.08225574464925646,0.19842131481217581,0.01878183850607974,0.08647129758084023
 2604, 0.04853888063397721, 1.5016353473009553e-05, 0.26309616888193904, 0.08207041767476013,0.19841017813712472,0.01877145553981731,0.0864320579139757
 2220, 0.04829123328380386, 7.192507898063135e-06, 0.26307902794970356, 0.08215589813547934,0.1984221635724766,0.018764349620408027,0.08639739799930991
 2369, 0.04878652798415057, 1.0116862726430774e-05, 0.26311331204795724, 0.08175720718699117,0.1984038726197803,0.018738930052102143,0.08629772583537085
 2602, 0.04903417533432392, 1.7202387833817157e-05, 0.26313045744819497, 0.08149381408026046,0.1983927031764083,0.018715349193941116,0.08620292517762498
 2059, 0.047795938583457154, 5.698009606767324e-06, 0.26304475278483486, 0.0820646782821739,0.19844125407074903,0.018704489350552345,0.08613795074150869
 2560, 0.04977711738484398, 4.749728289739481e-05, 0.2631819070585935, 0.08078639315772751,0.1983555091161686,0.01866034086304529,0.08598607366619813
 2607, 0.04829123328380386, 9.4624460837597e-06, 0.26307902794970356, 0.08124537653643864,0.1984237790663047,0.01860509627153131,0.08572636356599948
 1983, 0.049281822684497274, 2.5672788453269383e-05, 0.26314760508308893, 0.08039917471734506,0.19838345419571896,0.01854768890202614,0.08550035111219094
 2188, 0.048043585933630506, 8.624614054224963e-06, 0.2630618892508143, 0.08096541542457109,0.19843403988011546,0.018533999213680877,0.08542271613409633
 2324, 0.04878652798415057, 5.113911268040703e-05, 0.26311331204795724, 0.08018254275978312,0.19839218411811935,0.018464774044731833,0.08514725190817028
 2090, 0.046805349182763745, 5.5063191091033404e-06, 0.2629762292412895, 0.0809975287720957,0.1984809442892687,0.01842989779114721,0.08496531392522393
 2201, 0.0470529965329371, 6.426527679690906e-06, 0.2629933567799922, 0.08074260646808276,0.198472153458304,0.018406916799353582,0.08487179872859894
 1943, 0.0475482912332838, 1.0939467004464005e-05, 0.26302761855132883, 0.08025612611797694,0.19845351084088467,0.018365724855710797,0.08470523750674387
 1946, 0.04730064388311045, 7.29745761675149e-06, 0.26301048654986, 0.08037356054021672,0.19846375007185418,0.018364181712997345,0.08469472342345305
 2150, 0.0475482912332838, 1.6439058852728304e-05, 0.26302761855132883, 0.08015482339731764,0.19845164028182077,0.018348020915416496,0.0846312250401723
 2172, 0.047795938583457154, 1.0658525110059085e-05, 0.26304475278483486, 0.07989216501201495,0.19844560519999796,0.01832440447883558,0.08453385459540746
 2542, 0.04853888063397721, 0.0013570237177650823, 0.28096298357918176, 0.07899141782998471,0.19788229221515558,0.018270065384792877,0.08452401624324099
 2601, 0.0470529965329371, 7.5047229081355956e-06, 0.2629933567799922, 0.08014255920378463,0.19847353560569522,0.018301722333632434,0.08442717359725078
 2586, 0.04631005448241703, 4.796326073868388e-06, 0.26294198085563586, 0.08042309043129146,0.19850130347795725,0.018285498339417897,0.0843478393801017
 1938, 0.046805349182763745, 7.296319413084938e-06, 0.2629762292412895, 0.08001017098433078,0.19848319997812014,0.018256567259366557,0.08423266063288894
 2118, 0.04655770183259039, 6.7121472076191475e-06, 0.26295910393331595, 0.08007588607244553,0.19849241112197963,0.01824622167314452,0.08418536851430666
 1718, 0.03838533927686973, 0.03734287067796221, 0.3566507684154743, 0.004524614205430203,0.18489544491248655,0.016994132807731963,0.08417538438404522
 1917, 0.0470529965329371, 7.645647272384068e-06, 0.2629933567799922, 0.0797554366921079,0.19847468575168903,0.018233952840120575,0.08414040602444962
 2331, 0.0470529965329371, 1.0036571330333143e-05, 0.2629933567799922, 0.07943400537148412,0.19847476201053754,0.018177741999390137,0.08390275516297369
 2030, 0.04631005448241703, 7.068610905678322e-06, 0.26294198085563586, 0.07965111434116269,0.19850279351746275,0.01814983513939908,0.08377389765321103
 1962, 0.04631005448241703, 7.2316430506337e-06, 0.26294198085563586, 0.07957502510315528,0.19850297104172815,0.018136479816777233,0.08371734577846021
 2624, 0.04655770183259039, 2.742057500447806e-05, 0.26295910393331595, 0.07940203475063466,0.19848632809527955,0.018128048565823108,0.08368811362038442
 2428, 0.04730064388311045, 1.3973558852207656e-05, 0.26301048654986, 0.07872524253650258,0.19846637079831106,0.01807632087531904,0.08347693812988803
 2625, 0.04606240713224368, 5.587701375417559e-06, 0.2629248600078135, 0.07927393080663865,0.1985137959413956,0.018061805566595306,0.0833972314555889
 2564, 0.04655770183259039, 9.512819413383602e-06, 0.26295910393331595, 0.078951367088504,0.19849490228523342,0.018049139762945147,0.08335089523695795
 2593, 0.04581475978207033, 4.948710593284079e-06, 0.26290774138941336, 0.07912991796129491,0.19852373318819905,0.018014734249570136,0.08319415234961601
 2290, 0.045567112431896976, 4.688751107706833e-06, 0.262890625, 0.07903921017951288,0.19853335850518875,0.017977078056831523,0.08303099999376666
 2275, 0.04581475978207033, 5.817970183908292e-06, 0.26290774138941336, 0.07891068342743802,0.19852411243401027,0.017976226893107253,0.08303094096285168
 2064, 0.04606240713224368, 8.002095038000836e-06, 0.2629248600078135, 0.07868870066296019,0.19851477570426734,0.017959149366243453,0.08296218290675758
 2615, 0.04581475978207033, 6.947636157362954e-06, 0.26290774138941336, 0.07864565125835843,0.19852455258696844,0.017929708190292437,0.08283370410870657
 2184, 0.04606240713224368, 9.758362102206806e-06, 0.2629248600078135, 0.07799652207907404,0.19851645942225735,0.017837961902754326,0.0824478732327721
 2414, 0.045319465081723624, 8.140215083049222e-06, 0.26287351083913807, 0.07755190097339414,0.19854635191963865,0.017694128785706784,0.08182616283496538
 2103, 0.045567112431896976, 1.0416272049877317e-05, 0.262890625, 0.07722849548683218,0.19853738956441613,0.01765947622115486,0.08168238774871941
 2104, 0.04482417038137692, 4.857828325285148e-06, 0.2628392892013279, 0.0775999375515808,0.19856597929229267,0.0176589558376456,0.08166937743342886
 2323, 0.045319465081723624, 5.85621386413054e-06, 0.26287351083913807, 0.07733404307953588,0.1985480457044122,0.01765594696488776,0.08166337146184825
 2500, 0.04482417038137692, 5.508038768576057e-06, 0.2628392892013279, 0.07694946419929627,0.19856809751860707,0.01754472888595929,0.08118319110368444
 2326, 0.04457652303120356, 6.3313756361861094e-06, 0.2628221817235095, 0.07701558580522493,0.19857679056085437,0.01753454645419404,0.0811366339979335
 2271, 0.04457652303120356, 6.959869280100346e-06, 0.2628221817235095, 0.07694188741075213,0.19857681504678817,0.017521599926340604,0.08108157539480039
 2526, 0.04730064388311045, 5.2843468187100493e-05, 0.26301048654986, 0.07523009006757182,0.19846394019260652,0.01747083018438834,0.08090790637323705
 2139, 0.044081228330856856, 4.83282232894074e-06, 0.2627879734478719, 0.07682071776008165,0.19859667046641594,0.01745695124778923,0.0807991604550893
 2492, 0.044081228330856856, 5.161481668055142e-06, 0.2627879734478719, 0.07637727737925507,0.1985982200463746,0.017378946467304132,0.08046659166724207
 2600, 0.04507181773155027, 8.141744068717398e-06, 0.2628563989063924, 0.0758289968933586,0.1985620918122,0.017370631868775813,0.08044464763219307
 2339, 0.04507181773155027, 1.0374387221676618e-05, 0.2628563989063924, 0.07567178356936573,0.19856182943258505,0.017343187153462794,0.08032785633098412
 2354, 0.043833580980683504, 4.84681980959418e-06, 0.2627708726491833, 0.07601098253760816,0.198609057579187,0.017292870510071997,0.08009595219049045
 2395, 0.04432887568103021, 1.8806028525496173e-05, 0.26280507647250245, 0.07574026523036276,0.19858601008543814,0.017288947543027074,0.08008778661943028
 2409, 0.044081228330856856, 7.5191076024640605e-06, 0.2627879734478719, 0.07554882678051399,0.19860053015346246,0.017233492226816454,0.07984604112345499
 1984, 0.044081228330856856, 9.019183517630315e-06, 0.2627879734478719, 0.07547253473131645,0.1986002414355271,0.017220115830892314,0.07978911743545557
 2093, 0.043833580980683504, 1.6200513142052278e-05, 0.2627708726491833, 0.07557914387256537,0.19860626428674805,0.01721699481628993,0.07977358366213079
 2381, 0.04358593363051015, 5.53723316887913e-06, 0.2627537740760021, 0.0756062171683842,0.19861968725850998,0.017200034947680843,0.07969630751006247
 2045, 0.04358593363051015, 4.644707867636602e-06, 0.2627537740760021, 0.07518696177078567,0.19862173045354248,0.017126364662279365,0.07938130185151936
 2376, 0.04432887568103021, 1.608921947983375e-05, 0.26280507647250245, 0.07461897938905669,0.19859165509121918,0.017092801523859252,0.07924911137367652
 2356, 0.04259534422981674, 3.4412122356037043e-06, 0.26268540202966434, 0.07525146359055243,0.19865926980095722,0.01705149477099292,0.0790479548150014
 1971, 0.04358593363051015, 6.903631075145206e-06, 0.2627537740760021, 0.07473183952530213,0.19862270953055106,0.017046498630468542,0.07904002048239335
 2043, 0.04309063893016345, 5.448329641846768e-06, 0.2627195836044242, 0.0743262808771033,0.19864363287427603,0.016931716252797817,0.0785419869264235
 2630, 0.042842991579990095, 4.981018412158792e-06, 0.2627024917051591, 0.0743801236260105,0.19865292592549222,0.01691947557556955,0.07848627865977648
 1979, 0.04358593363051015, 6.7915195757114e-06, 0.2627537740760021, 0.07380829328299783,0.1986266851653071,0.01688477918267331,0.07834747554501288
 2553, 0.042842991579990095, 1.1627476728218924e-05, 0.2627024917051591, 0.07411094841668747,0.19865143974085844,0.016872162493770087,0.07828452345280637
 2033, 0.042842991579990095, 4.9188803348772615e-06, 0.2627024917051591, 0.07372234107231664,0.19865577905889648,0.016803924689013542,0.07799103218239964
 2140, 0.04234769687964338, 4.597801729423192e-06, 0.262668314577506, 0.073888631704386,0.1986738859075115,0.016789795638233653,0.0779240172533161
 2200, 0.042842991579990095, 7.227616617400758e-06, 0.2627024917051591, 0.07284822622238658,0.19865875793869311,0.016650738997704702,0.07733397381269862
 2374, 0.041604754829123326, 3.22611377804697e-06, 0.26261706555671177, 0.07345350782635426,0.19870446448410248,0.016648720952314795,0.0773089142776126
 2278, 0.04309063893016345, 4.054038776231479e-05, 0.2627195836044242, 0.072619309868208,0.19863726943784074,0.01663279907462312,0.07726480132401733
 2655, 0.041604754829123326, 3.771215321406496e-06, 0.26261706555671177, 0.0733914138726663,0.19870452338580338,0.016637763753043048,0.07726194410815142
 2124, 0.04185240217929668, 4.473868526686788e-06, 0.2626341463414634, 0.07313210177341538,0.19869601384565766,0.016613510496429517,0.07716105707443628
 2460, 0.04185240217929668, 5.023269605606983e-06, 0.2626341463414634, 0.07269226905916308,0.19869778800076004,0.01653611800624522,0.07682859226513788
 2363, 0.041357107478949974, 4.236000020474717e-06, 0.2625999869935618, 0.07285115448082204,0.19871616041876555,0.01652106898744537,0.07675748769403475
 2190, 0.041604754829123326, 3.828848132015591e-06, 0.26261706555671177, 0.07261031664486987,0.19870802361659567,0.016500106693454683,0.07667046161166392
 2352, 0.041604754829123326, 4.112609047878228e-06, 0.26261706555671177, 0.0726048102347871,0.19870793650086185,0.016499137453301043,0.07666633419687313
 2638, 0.04110946012877662, 3.159922209266239e-06, 0.2625829106515802, 0.07250456496155078,0.19872757988791362,0.016438543629059266,0.07639931119436907
 2108, 0.04061416542842991, 2.6955522996800763e-06, 0.2625487646293888, 0.07234260086940475,0.19874735890818115,0.016367356953452147,0.0760866446904544
 1966, 0.04259534422981674, 2.1236977732644794e-05, 0.26268540202966434, 0.07112314453614532,0.19867068938248664,0.016327348299767383,0.07594184800838788
 2559, 0.04086181277860327, 3.4317290906614658e-06, 0.26256583653033355, 0.07193988761187922,0.19873952509838747,0.016317553092540144,0.07587545236736372
 2578, 0.04061416542842991, 3.236833154892345e-06, 0.2625487646293888, 0.0719970826894994,0.19874876045337586,0.01630630230241036,0.07582384759259347
 2423, 0.04086181277860327, 4.254699369632249e-06, 0.26256583653033355, 0.0711961148053887,0.1987427678194775,0.016186541116459008,0.07531099967982353
 2520, 0.04086181277860327, 6.780524627022979e-06, 0.26256583653033355, 0.07119394748925034,0.1987417781675813,0.016186159943260614,0.07530970652551063
 2404, 0.04210004952947003, 1.1396184901582727e-05, 0.2626512293482503, 0.07011355359164201,0.1986983482036127,0.016106849688460528,0.07498351923752448
 2074, 0.040118870728083206, 2.9057177838655633e-06, 0.26251462748667276, 0.07101141268528406,0.1987725194885707,0.016089661366900314,0.07488363611892765
 2037, 0.042842991579990095, 2.8834271904733004e-05, 0.2627024917051591, 0.06947455386490964,0.19866666805982297,0.016063661463893843,0.0748085354291771
 2069, 0.041604754829123326, 1.5995407199811154e-05, 0.26261706555671177, 0.070105913907952,0.19871532872198217,0.016061033704693244,0.07478026689355294
 2549, 0.039871223377909853, 2.7849968421145174e-06, 0.26249756224403564, 0.0709304471335571,0.19878242391833106,0.016054093744607922,0.07472702461969473
 2619, 0.04061416542842991, 4.370605129800071e-06, 0.2625487646293888, 0.07037611698356312,0.19875621286759532,0.01602074321701986,0.07459246796806361
 2550, 0.040118870728083206, 1.609734562293153e-05, 0.26251462748667276, 0.06948434261421484,0.19877502788428406,0.015820725945361575,0.07372338763944358
 2446, 0.039871223377909853, 3.7016795467489916e-06, 0.26249756224403564, 0.06961309936265353,0.1987887238085558,0.01582176152730483,0.07372315244776659
 2482, 0.0396235760277365, 5.316910134912268e-06, 0.2624804992199688, 0.06952071493660651,0.19879803313709127,0.0157840001811856,0.07355695133046915
 1918, 0.039871223377909853, 4.731491102467617e-06, 0.26249756224403564, 0.06923349134100619,0.19879030083859098,0.015754994384795287,0.07343435039389264
 2154, 0.0396235760277365, 7.3335027009264925e-06, 0.2624804992199688, 0.06921966124716836,0.19879881197290086,0.0157309864221219,0.0733277453286735
 2370, 0.0391282813273898, 2.8744193152211e-06, 0.2624463798258157, 0.06942580787717718,0.1988184628129503,0.0157245441149283,0.0732932027946001
 2020, 0.0391282813273898, 2.8134123545254283e-06, 0.2624463798258157, 0.06938916090077912,0.19881867865504613,0.015718072452120622,0.07326517424638836
 2121, 0.0391282813273898, 6.139155365168619e-06, 0.2624463798258157, 0.0692246425929549,0.19881822607153496,0.0156890288466486,0.07313985185551249
 2112, 0.0396235760277365, 5.24169174900105e-06, 0.2624804992199688, 0.06864978855655757,0.19880267543571578,0.015630777592049585,0.07289337261208807
 2308, 0.03863298662704309, 2.7420659271636185e-06, 0.26241226930075384, 0.0685845088908836,0.1988419919624753,0.015533450876275367,0.07245909638987591
 2253, 0.038880633977216444, 4.047529425358448e-06, 0.26242932345486447, 0.06787212624214921,0.19883586112098553,0.015429259016779582,0.07201012935217406
 2299, 0.03838533927686973, 3.847450724922604e-06, 0.26239521736305155, 0.06749145585290718,0.1988570914880112,0.015319285618267934,0.07152649524305923
 2005, 0.03838533927686973, 3.2420725314448433e-06, 0.26239521736305155, 0.06737323756584987,0.19885799629870446,0.01529845653095474,0.0714358887104055
 2408, 0.03789004457652303, 2.5723392142807517e-06, 0.2623611201351439, 0.06743177347504063,0.19887700049567159,0.015266140977496604,0.0712894229181252
 2551, 0.0391282813273898, 1.011315539412869e-05, 0.2624463798258157, 0.06675343395075681,0.19883028426211946,0.01525465269395406,0.07125514251889682
 686, 0.04210004952947003, 0.029721898375122513, 0.21691018478727975, 9.353314484869431e-12,0.18786556218845776,0.014347956394439773,0.07095448659906395
 2573, 0.037642397226349676, 4.622428175009072e-06, 0.26234407484407485, 0.06696650369821085,0.1988883785863293,0.01516273430154753,0.07083697952782894
 2561, 0.03838533927686973, 6.913939145137403e-06, 0.26239521736305155, 0.06658631422475851,0.19886104277718294,0.015160017889655363,0.07083423398809623
 2276, 0.03813769192669638, 3.795008278762737e-06, 0.26237816764132554, 0.06659706492303988,0.1988717439180292,0.015140330515448585,0.07074521638803476
 2095, 0.03813769192669638, 1.025135336432575e-05, 0.26237816764132554, 0.06651604459456699,0.19886965904755846,0.01512607775519224,0.0706840144630293
 2654, 0.037394749876176324, 2.174733385192129e-06, 0.2623270317676866, 0.06686723455603072,0.19889947581200415,0.015124022201528482,0.0706652416295532
 2468, 0.043833580980683504, 0.0012128795643890063, 0.2810020876826722, 0.06282485584299609,0.1981945975815153,0.015067737281446,0.0706535323789279
 1929, 0.037394749876176324, 2.63517900995182e-06, 0.2623270317676866, 0.06669649825212837,0.19890027649630362,0.015093835854151205,0.07053388379878539
 2257, 0.03838533927686973, 4.435501432112925e-06, 0.26239521736305155, 0.06605363196495605,0.19886514016931778,0.015066517180706377,0.07042677725838072
 2348, 0.037394749876176324, 7.403053072651688e-06, 0.2623270317676866, 0.06621860797756662,0.19890117216608305,0.015009434871660335,0.07016685651783504
 2504, 0.037394749876176324, 3.876974084766275e-06, 0.2623270317676866, 0.06566967140960328,0.19890581981817992,0.014912652234747576,0.06974445234580189
 2359, 0.03640416047548291, 1.9152421957466326e-06, 0.26225888160031174, 0.06537522378224961,0.1989467056412401,0.01477572831456667,0.06913513027659968
 1941, 0.05522535908865775, 0.0017270958689600399, 0.2820620284995809, 0.05168117957648913,0.19765870115041564,0.014671294960129038,0.06909666664568095
 1986, 0.03789004457652303, 6.5215868043369255e-06, 0.2623611201351439, 0.06445831376731873,0.19889305672259033,0.0147434145236612,0.06901169279596911
 2433, 0.03640416047548291, 8.22932515978524e-06, 0.26225888160031174, 0.06477040496121814,0.19894789662092915,0.014668796020375078,0.06866877227149226
 2083, 0.03640416047548291, 3.480879039971858e-06, 0.26225888160031174, 0.06403626543950718,0.19895435120174623,0.014539294511220418,0.06810176697609023
 2122, 0.036156513125309556, 2.3180560389545204e-06, 0.26224184959085595, 0.06408652365786335,0.19896410466808165,0.01452683327107137,0.06804426179068855
 2040, 0.037642397226349676, 1.6572281628448382e-05, 0.26234407484407485, 0.06327041200494686,0.1989061641971385,0.014513919170588304,0.06800634195977025
 2430, 0.036156513125309556, 4.815758153909195e-06, 0.26224184959085595, 0.06352725111578812,0.19896666968711604,0.014428238028082265,0.06761285066529572
 2495, 0.0359088657751362, 3.0509150278473864e-06, 0.2622248197934931, 0.0622688984018632,0.19898521147282078,0.0141854397060522,0.0665449940111554
 2307, 0.034918276374442794, 2.0063733406952966e-06, 0.26215672271635393, 0.06259233697974902,0.1990220626395716,0.014157068336762911,0.06640926000554209
 2546, 0.03566121842496285, 4.213965289319457e-06, 0.2622077922077922, 0.06212835433751049,0.19899531976184023,0.014139169345976798,0.0663391898944347
 2212, 0.03467062902426944, 1.947633014335382e-06, 0.262139703972994, 0.06209108936993625,0.19903508780879356,0.014047364537172938,0.06592454884255439
 2386, 0.03442298167409608, 3.0489515958192247e-06, 0.26212268743914313, 0.06220374295635947,0.19904358051309629,0.014046300340226896,0.0659172565303344
 2521, 0.034918276374442794, 4.9975895494544445e-06, 0.26215672271635393, 0.06178213453059707,0.1990262891401714,0.014013987557649469,0.06578093013616901
 2539, 0.03467062902426944, 2.2745646746918084e-06, 0.262139703972994, 0.0617080948782265,0.1990375375905367,0.013979695076806999,0.06562706172527485
 2063, 0.034918276374442794, 7.138054760472401e-06, 0.26215672271635393, 0.06087022226194721,0.19903168881123276,0.013853444480089232,0.06507473897264365
 2469, 0.033432392273402674, 1.511645781761177e-06, 0.2620546433902265, 0.0608964720852225,0.19909190767746643,0.013731137145024466,0.06451903343680278
 2485, 0.03392768697374938, 2.56334207035282e-06, 0.26208866099824757, 0.060119084479481985,0.19907751023667364,0.01363566227758109,0.06410351609356638
 2086, 0.033680039623576026, 2.3853670880313196e-06, 0.2620716510903427, 0.06018486628802951,0.19908682574674388,0.013626100403751278,0.06405863832699459
 2115, 0.033680039623576026, 2.574685139557961e-06, 0.2620716510903427, 0.06012719072160103,0.19908715939541322,0.013615911637692926,0.06401370498112685
 2575, 0.034918276374442794, 9.695920339491855e-06, 0.26215672271635393, 0.059399120433694726,0.19904110548173687,0.013595616684007687,0.06393823487088121
 1997, 0.033432392273402674, 1.9542429839972466e-06, 0.2620546433902265, 0.05990867538598629,0.1990986795888475,0.01355621224788875,0.06374747428004808
 2109, 0.033432392273402674, 1.6783172765735064e-06, 0.2620546433902265, 0.059758887131036324,0.19909985916899792,0.013529741258838003,0.06363056334402437
 2216, 0.03293709757305597, 2.798709137308911e-06, 0.26202063461164105, 0.05873694089962981,0.1991263123943857,0.013307023109643525,0.06264093664052614
 136, 0.03293709757305597, 0.026870359787398053, 0.2941862159405508, 0.0038943746484735794,0.18925731929801895,0.012640534253764471,0.06260856186131958
 2334, 0.03442298167409608, 1.462459629823772e-05, 0.26212268743914313, 0.05747491874602362,0.19907280169601907,0.013215937826683472,0.06225454000243916
 2084, 0.034918276374442794, 2.2258461427161372e-05, 0.26215672271635393, 0.05661747072454775,0.19905704395342982,0.01311229034472812,0.0618010627600954
 2646, 0.033432392273402674, 7.687559988176912e-06, 0.2620546433902265, 0.0572335650860692,0.19911620972092117,0.01308572363310894,0.061666373280761716
 2467, 0.032194155522535906, 1.805283577958442e-06, 0.26196963799143635, 0.05741640977467123,0.19916589063125284,0.013010520131608043,0.061319352537022885
 2261, 0.03194650817236255, 1.6742582048751322e-06, 0.26195264352903014, 0.05724925021840242,0.1991770021088413,0.012959918561119797,0.06109223477078095
 2556, 0.03244180287270926, 2.7663959624033243e-06, 0.26198663465905403, 0.056952122468235535,0.19915930374959462,0.012949955257654295,0.061053229445357335
 2623, 0.032194155522535906, 5.8321915968249375e-06, 0.26196963799143635, 0.05651649919953108,0.19917124689023977,0.012851943897581064,0.06061574608808931
 2077, 0.031203566121842496, 1.3951313965415183e-06, 0.2619016733687897, 0.05653248960808013,0.19921206129834537,0.012770297723507906,0.06024226630193985
 2165, 0.0316988608221892, 3.679360463345202e-06, 0.26193565127140633, 0.056036934694338646,0.19919543854111443,0.01272488721222798,0.06004561934771037
 2484, 0.031203566121842496, 2.3402269132920173e-06, 0.2619016733687897, 0.05544892215926706,0.199220263576865,0.012578828563054424,0.05939037998682523
 2046, 0.030460624071322436, 1.065509985321038e-06, 0.2618507230400104, 0.05574586670905813,0.19924788924005798,0.012568577814403178,0.05933711381925565
 2237, 0.03070827142149579, 2.3377594327282096e-06, 0.26186770428015566, 0.054838921614769616,0.19924484868260783,0.012428970071438693,0.058717559614117794
 1953, 0.030460624071322436, 1.314268052777739e-06, 0.2618507230400104, 0.05489946641875599,0.19925460195443037,0.012418660905688373,0.05866901061517187
 1925, 0.03095591877166914, 5.538938797403366e-06, 0.2618846877229392, 0.05458889261314965,0.19923579533309058,0.012406090100354103,0.05861831213110915
